variable,method,time,vi,train_loss,test_loss
all,full model,7.320588827133179,0.0,0.019378628581762314,0.0193150844424963
X1,dropout,0.0,0.029237275943160057,0.04788393899798393,0.04855236038565636
X1,lazy,1.3448331356048584,0.016211705282330513,0.033557940274477005,0.03552678972482681
X1,retrain,3.0519418716430664,0.0215414147824049,0.03921203687787056,0.0408564992249012
X2,dropout,0.0,0.020342165604233742,0.04200753569602966,0.03965725004673004
X2,lazy,1.3346590995788574,0.007176803424954414,0.026955286040902138,0.026491887867450714
X2,retrain,2.856966018676758,0.01422322727739811,0.03306574374437332,0.03353831171989441
X3,dropout,0.0,0.015180801972746849,0.03697805479168892,0.03449588641524315
X3,lazy,1.320162057876587,0.01252308301627636,0.034552253782749176,0.03183816745877266
X3,retrain,3.2619478702545166,0.01931910775601864,0.040700774639844894,0.03863419219851494
